customerId,averageAmount
CS4896,71.15
CS5305,61.476190476190474
CS5277,75.10526315789474
CS5956,67.52
CS1312,84.5625
CS5225,60.63636363636363
CS5814,62.92857142857143
CS1709,70.82608695652173
CS4902,76.83333333333333
CS8310,50.083333333333336
CS4811,69.95
CS2797,67.6
CS1832,71.84
CS1959,69.86363636363636
CS5547,69.52173913043478
CS2182,72.42307692307692
CS2823,69.24
CS5693,76.05555555555556
CS1759,68.91666666666667
CS3744,75.18181818181819
CS3485,65.32
CS5382,65.17241379310344
CS1865,72.41935483870968
CS5644,69.0
CS2190,70.47826086956522
CS1785,72.51724137931035
CS8855,44.625
CS3112,61.25
CS1826,71.46666666666667
CS4472,73.6875
CS3249,66.71428571428571
CS3947,74.26086956521739
CS4561,70.07407407407408
CS2719,66.68
CS1173,68.04761904761905
CS1544,70.21052631578948
CS4572,60.26923076923077
CS5514,66.72
CS3820,65.7
CS5308,69.03703703703704
CS4457,75.25
CS3936,70.0
CS2990,65.37037037037037
CS1689,62.0625
CS3702,72.5
CS2459,72.88888888888889
CS1742,69.78947368421052
CS8711,48.0
CS2906,71.66666666666667
CS1650,76.33333333333333
CS4885,72.38095238095238
CS7179,57.0625
CS5630,66.84
CS5424,67.26315789473684
CS3841,59.65
CS4479,76.25
CS3401,73.0
CS3556,65.61538461538461
CS5362,75.07692307692308
CS2808,62.875
CS5882,64.75
CS4914,70.04761904761905
CS1400,66.27777777777777
CS4391,71.71428571428571
CS4019,65.84210526315789
CS5663,73.56521739130434
CS2350,68.8695652173913
CS4903,60.92307692307692
CS4859,74.0
CS7825,56.44444444444444
CS7418,54.0
CS5370,62.9
CS3541,74.3076923076923
CS4949,65.0
CS5189,69.42857142857143
CS3005,75.65217391304348
CS2286,72.53333333333333
CS7949,49.23529411764706
CS4819,72.85
CS2229,78.69565217391305
CS3530,72.86666666666666
CS1582,74.4074074074074
CS2700,72.07692307692308
CS1671,73.29411764705883
CS1299,73.9047619047619
CS3929,70.86363636363636
CS8541,45.5
CS5096,74.88888888888889
CS2063,68.1875
CS4666,62.5
CS1566,71.0
CS3679,66.3
CS2216,67.54545454545455
CS2039,72.33333333333333
CS3429,72.68181818181819
CS2931,73.80952380952381
CS3665,74.28571428571429
CS5629,71.0
CS7930,44.5625
CS3642,69.78571428571429
CS4107,68.18181818181819
CS6006,66.85
CS3782,77.71428571428571
CS4232,71.9375
CS2163,66.0
CS2684,78.93333333333334
CS4294,63.2
CS8905,41.46153846153846
CS2838,80.33333333333333
CS3867,64.6
CS4624,72.375
CS4635,72.45
CS3232,74.38095238095238
CS5026,69.93333333333334
CS1247,63.32142857142857
CS1995,64.78260869565217
CS3362,76.76666666666667
CS4350,67.15789473684211
CS4380,66.81818181818181
CS3215,70.5
CS2404,71.34782608695652
CS3109,70.1
CS5503,69.17647058823529
CS3597,70.34782608695652
CS4897,66.63333333333334
CS4248,80.9
CS2101,62.8421052631579
CS2899,69.70833333333333
CS3849,68.6
CS4183,70.52380952380952
CS4438,71.58333333333333
CS3894,76.73913043478261
CS2971,64.3125
CS3340,66.61904761904762
CS1443,78.16666666666667
CS4098,78.0
CS3134,63.31578947368421
CS2267,74.52941176470588
CS4124,71.75
CS4613,77.57142857142857
CS5141,68.62068965517241
CS5917,66.66666666666667
CS2148,67.95454545454545
CS4076,72.03846153846153
CS2652,72.0
CS1881,69.38461538461539
CS8459,41.095238095238095
CS4483,76.18518518518519
CS4566,68.0
CS5260,71.6
CS6059,75.31818181818181
CS8346,47.95
CS3765,63.529411764705884
CS1355,65.52173913043478
CS7509,45.6
CS7227,52.68421052631579
CS3501,77.14814814814815
CS2641,64.57894736842105
CS1324,67.125
CS2715,68.45
CS1350,73.92592592592592
CS1635,68.3913043478261
