customerId,averageAmount
CS7521,32.833333333333336
CS8805,46.57142857142857
CS3451,75.47826086956522
CS2320,72.57894736842105
CS2701,61.166666666666664
CS2518,61.57142857142857
CS4893,64.3
CS1192,72.94444444444444
CS5967,77.65
CS7972,39.81818181818182
CS5035,74.07142857142857
CS1243,63.94117647058823
CS4909,75.88235294117646
CS4533,58.28
CS5592,70.42857142857143
CS3376,63.833333333333336
CS3135,68.5625
CS4449,66.84210526315789
CS5763,69.57142857142857
CS8952,42.666666666666664
CS5463,69.08333333333333
CS1807,66.61538461538461
CS8630,34.90909090909091
CS5313,70.17647058823529
CS1558,65.21739130434783
CS4413,67.77272727272727
CS7893,44.90909090909091
CS3819,71.11111111111111
CS4560,70.42857142857143
CS3717,55.81818181818182
CS1318,76.95454545454545
CS6036,61.22222222222222
CS4889,62.43478260869565
CS4544,73.625
CS5730,69.04545454545455
CS7544,40.77777777777778
CS8654,48.77777777777778
CS5837,71.16666666666667
CS3992,65.71428571428571
CS5645,71.88888888888889
CS3899,74.11764705882354
CS3710,65.72727272727273
CS4532,80.6
CS4128,79.13636363636364
CS5417,80.82608695652173
CS4131,70.38095238095238
CS8526,39.916666666666664
CS8629,42.888888888888886
CS4481,65.71428571428571
CS6098,78.28
CS4052,69.0
CS2138,74.34782608695652
CS5352,64.04761904761905
CS4337,63.2
CS8549,32.45454545454545
CS7241,43.611111111111114
CS8958,33.55555555555556
CS7360,41.92307692307692
CS7536,43.75
CS4218,73.85185185185185
CS2600,70.72
CS8710,41.57142857142857
CS4072,71.41176470588235
CS2073,71.95238095238095
CS4869,68.55555555555556
CS5562,76.47058823529412
CS3829,67.0
CS5076,65.28571428571429
CS5135,66.30434782608695
CS1131,71.28571428571429
CS4829,69.25925925925925
CS2331,70.42307692307692
CS8304,48.75
CS4610,66.65
CS2015,73.42857142857143
CS5780,70.78260869565217
CS5905,69.31818181818181
CS4597,63.333333333333336
CS3105,68.19047619047619
CS2450,77.375
CS3270,71.18181818181819
CS3620,69.0
CS1143,78.4375
CS5069,72.43478260869566
CS5573,71.125
CS3188,66.0
CS5240,74.42857142857143
CS7648,50.86666666666667
CS8141,45.142857142857146
CS7770,43.05882352941177
CS1992,78.22222222222223
CS4474,63.92
CS7673,47.94117647058823
CS2122,71.65217391304348
CS7320,44.1
CS8918,40.10526315789474
CS1885,74.20833333333333
CS4257,74.80952380952381
CS3977,70.06666666666666
CS3805,70.08571428571429
CS3090,66.55555555555556
CS5212,66.76
CS7703,38.36363636363637
CS4796,74.83333333333333
CS4538,72.31818181818181
CS4225,72.04347826086956
CS1539,68.55
CS2793,75.81818181818181
CS5019,66.9
CS2680,61.625
CS7369,47.8421052631579
CS1985,70.55
CS3608,68.17647058823529
CS2927,63.24
CS4263,73.41176470588235
CS3631,67.31818181818181
CS5355,76.21428571428571
CS3764,57.875
CS5637,79.45
CS7855,49.27272727272727
CS7934,36.333333333333336
CS8318,46.333333333333336
CS2371,66.13636363636364
CS4504,73.58333333333333
CS3146,73.11111111111111
CS7612,46.666666666666664
CS1361,77.36842105263158
CS2879,68.53333333333333
CS8553,46.75
CS7573,47.46666666666667
CS4673,69.65
CS7681,48.06666666666667
CS4316,75.68181818181819
CS3961,71.95
CS2246,74.34782608695652
CS5464,75.26086956521739
CS1665,64.5625
CS3724,68.61111111111111
CS3177,69.22222222222223
CS8495,42.18181818181818
CS3271,67.1923076923077
CS5877,69.0909090909091
CS8693,41.5
CS1814,69.61904761904762
CS1767,64.38461538461539
CS5251,68.24
CS3152,61.6
CS8564,49.5
CS3988,67.5
CS8812,39.54545454545455
CS1727,68.08
CS1232,72.6
CS3124,70.26315789473684
CS4716,74.61538461538461
CS3467,67.75
CS1503,71.37037037037037
CS5165,68.2
CS7279,44.6
CS4690,60.333333333333336
CS5247,69.11538461538461
CS3130,69.75
CS3660,71.75
CS1543,79.0
CS1158,64.38888888888889
CS2835,75.0
CS3008,74.5
CS1948,72.3529411764706
CS3945,73.11111111111111
CS4308,73.52631578947368
CS7533,42.78947368421053
CS3260,78.76190476190476
CS5366,71.45
CS5236,71.29411764705883
CS4244,66.52941176470588
CS8455,43.388888888888886
