customerId,averageAmount
CS7389,32.785714285714285
CS5806,68.94117647058823
CS1934,70.11111111111111
CS8188,49.27272727272727
CS5342,63.04
CS8364,43.23529411764706
CS5642,69.3076923076923
CS8023,44.3
CS2650,76.6
CS3335,75.04545454545455
CS2952,67.64
CS3611,78.5909090909091
CS7693,34.7
CS4703,69.25
CS2873,70.51724137931035
CS4813,71.85
CS3251,64.55555555555556
CS7430,42.76923076923077
CS5690,69.47368421052632
CS7879,45.92857142857143
CS3045,75.05555555555556
CS7481,41.7
CS8713,49.5
CS3248,58.785714285714285
CS7998,39.8125
CS3434,68.04761904761905
CS5379,67.61538461538461
CS8245,47.76923076923077
CS1157,67.95238095238095
CS5613,69.10526315789474
CS3536,80.42857142857143
CS8508,45.411764705882355
CS5897,66.96
CS8831,37.6
CS3458,65.61111111111111
CS3136,67.875
CS5484,59.5
CS8435,41.0
CS3845,73.29411764705883
CS1490,71.52
CS7751,51.375
CS4748,76.25
CS8199,36.94117647058823
CS4147,69.56
CS5857,76.38461538461539
CS1670,74.4375
CS7507,42.84615384615385
CS1227,66.03703703703704
CS1758,66.85
CS2980,74.38095238095238
CS7632,48.54545454545455
CS5817,76.69565217391305
CS2040,61.22727272727273
CS7926,37.90909090909091
CS1520,64.55555555555556
CS4303,70.35483870967742
CS8733,45.57142857142857
CS7176,28.5
CS3074,81.54545454545455
CS4854,64.83333333333333
CS1875,77.94736842105263
CS1179,72.10344827586206
CS3885,76.03571428571429
CS2571,75.71428571428571
CS5441,69.05
CS2769,73.4
CS4708,67.95238095238095
CS8177,31.818181818181817
CS7682,46.9
CS4395,68.38888888888889
CS1306,76.86666666666666
CS8219,45.07692307692308
CS3410,74.6923076923077
CS7456,43.36363636363637
CS5886,66.47619047619048
CS2888,74.66666666666667
CS8820,39.11764705882353
CS3789,75.45
CS7293,39.411764705882355
CS5307,73.6923076923077
CS8890,30.083333333333332
CS8391,44.785714285714285
CS5993,72.75
CS5152,69.91666666666667
CS5846,73.17391304347827
CS8751,40.86666666666667
CS8902,46.63157894736842
CS8385,36.72727272727273
CS4220,71.95238095238095
CS5084,73.25
CS7441,34.916666666666664
CS3953,72.82608695652173
CS3802,71.76
CS3218,78.04545454545455
CS2660,56.266666666666666
CS2345,70.72413793103448
CS6028,66.57894736842105
CS4272,68.63157894736842
CS3237,70.22727272727273
CS2907,70.3103448275862
CS7527,44.69230769230769
CS2664,65.73913043478261
CS4032,74.35
CS7373,48.625
CS1797,60.56521739130435
CS3599,68.75
CS7887,41.06666666666667
CS3085,70.34782608695652
CS7654,47.333333333333336
CS8345,49.35294117647059
