customerId,averageAmount
CS8866,45.38461538461539
CS1886,64.27777777777777
CS6108,64.19047619047619
CS2361,73.1
CS7981,44.36363636363637
CS1832,71.84
CS4928,73.22222222222223
CS8063,44.53846153846154
CS5576,68.8
CS2707,71.33333333333333
CS2151,72.0625
CS1959,69.86363636363636
CS5004,72.33333333333333
CS5421,64.46666666666667
CS4093,69.26666666666667
CS2507,74.82608695652173
CS8483,49.2
CS3776,73.82608695652173
CS8562,41.666666666666664
CS5753,73.5
CS7814,56.214285714285715
CS1209,67.0
CS3193,67.78947368421052
CS8883,41.0
CS3145,63.76190476190476
CS4587,75.31818181818181
CS3964,74.84
CS3019,69.26086956521739
CS5547,69.52173913043478
CS2999,66.42105263157895
CS4315,74.5
CS4849,74.0
CS5112,71.64285714285714
CS7661,43.77777777777778
CS1374,71.42105263157895
CS2139,76.57142857142857
CS6022,72.58823529411765
CS3440,65.6896551724138
CS7732,52.888888888888886
CS8675,39.09090909090909
CS8148,42.23529411764706
CS8475,50.416666666666664
CS8370,48.76923076923077
CS4523,59.53333333333333
CS4633,69.38095238095238
CS2431,70.07142857142857
CS8540,45.92857142857143
CS5756,71.51724137931035
CS3524,67.04545454545455
CS8577,37.30769230769231
CS3985,65.85
CS2894,72.47368421052632
CS3499,63.333333333333336
CS4484,75.0
CS7380,52.5
CS8356,49.142857142857146
CS3663,69.23529411764706
CS7253,50.3
CS8405,48.0
CS5235,66.3529411764706
CS2182,72.42307692307692
CS7955,48.333333333333336
CS2816,66.71428571428571
CS1327,66.30434782608695
CS3010,71.61538461538461
CS5193,66.08333333333333
CS7571,49.0
CS5409,72.15789473684211
CS1296,71.66666666666667
CS4047,71.82352941176471
CS2776,74.96428571428571
CS8039,54.0
CS7836,54.529411764705884
CS3836,70.04545454545455
CS8680,38.77777777777778
CS4087,65.05882352941177
CS4374,63.84
CS8501,41.46153846153846
CS3749,72.08695652173913
CS1718,71.33333333333333
CS8137,44.0
CS3850,76.94736842105263
CS3545,68.4
CS2094,66.95238095238095
CS7217,42.07692307692308
CS2511,71.72222222222223
CS3384,72.66666666666667
CS8238,51.55555555555556
CS8725,44.5
CS8771,46.68421052631579
CS1508,69.03571428571429
CS4602,72.0
CS2442,66.75
CS3848,69.8695652173913
CS7560,41.72727272727273
CS5145,68.5
CS7363,42.3
CS4493,74.11111111111111
CS8101,49.0
CS2275,70.86666666666666
CS3046,74.13636363636364
CS2823,69.24
CS8758,42.44444444444444
CS3377,82.26086956521739
CS8953,45.15384615384615
CS1804,65.63157894736842
CS4938,70.46666666666667
CS8291,48.13333333333333
CS5338,68.81818181818181
CS2779,66.71428571428571
CS8285,50.9
CS1559,80.65
CS1463,66.92592592592592
CS5764,67.64285714285714
CS5036,64.6
CS3690,71.6842105263158
CS8999,31.916666666666668
CS8992,30.77777777777778
CS1479,78.35
CS3670,67.2
CS4933,65.0
CS4918,70.95454545454545
CS5693,76.05555555555556
CS7135,47.083333333333336
CS5644,69.0
CS8299,48.5625
CS8313,35.6875
CS3250,67.61111111111111
CS8415,43.15384615384615
CS3610,68.21428571428571
CS8229,44.13333333333333
CS2190,70.47826086956522
CS4461,67.3
CS3408,72.14285714285714
CS7228,50.5
CS3190,73.21739130434783
CS8830,47.86666666666667
CS1785,72.51724137931035
CS8782,44.30769230769231
CS1598,64.45
CS8855,44.625
CS8628,46.642857142857146
CS4053,68.33333333333333
CS8776,50.35
CS6099,74.33333333333333
CS3551,66.94444444444444
CS7837,58.75
CS3883,73.61904761904762
CS3238,72.80952380952381
CS7925,46.89473684210526
CS8077,32.8
CS1759,68.91666666666667
CS3151,70.83333333333333
CS5323,71.25
CS1222,75.47619047619048
CS3630,72.84
CS4853,68.10526315789474
CS4734,64.36842105263158
CS2902,70.03571428571429
CS2330,76.73684210526316
CS2887,61.08
CS7146,51.54545454545455
CS3744,75.18181818181819
CS8196,39.36363636363637
CS5994,76.15
CS5155,70.6923076923077
CS3769,63.77272727272727
